violence_physique,ctrl_score,ethnicite,transmission_intergen,alcool_partenaire,ecart_age,age_femme,religion,age_partenaire,region,occupation_partenaire,age_premiere_union,age_premier_rapport,richesse,education_partenaire,education_femme,attitude_score,autonomie_score,polygamie,residence_partenaire,milieu
1,0,261,0.0,1.0,9.0,23,1,32.0,12,63.0,12,12.0,3,1.0,0,0.0,0,,1.0,1
0,0,232,,,4.0,48,2,52.0,12,0.0,12,12.0,5,2.0,1,0.0,0,0.0,1.0,1
0,1,176,0.0,2.0,0.0,25,2,25.0,12,82.0,23,18.0,5,2.0,3,0.0,0,0.0,1.0,1
1,3,219,0.0,2.0,,45,2,,12,,38,19.0,3,,2,2.0,0,,,1
1,2,232,0.0,,3.0,43,2,46.0,12,72.0,20,16.0,4,2.0,2,0.0,0,,1.0,1
1,2,236,0.0,0.0,2.0,40,1,42.0,2,11.0,25,15.0,3,2.0,1,2.0,0,1.0,1.0,2
1,4,236,0.0,,,24,2,,2,,20,19.0,2,,2,0.0,0,,,2
1,5,236,1.0,,,31,1,,2,,19,18.0,2,,2,0.0,0,,,2
1,5,236,1.0,1.0,13.0,33,1,46.0,2,81.0,24,19.0,2,2.0,2,0.0,3,0.0,2.0,2
1,3,236,1.0,,10.0,32,2,42.0,2,11.0,20,14.0,3,1.0,1,0.0,0,0.0,1.0,2
1,1,236,1.0,1.0,6.0,28,1,34.0,2,15.0,18,13.0,2,1.0,2,0.0,2,0.0,1.0,2
1,5,236,1.0,2.0,5.0,26,2,31.0,2,33.0,18,16.0,4,3.0,2,2.0,1,0.0,1.0,2
1,5,236,1.0,0.0,14.0,38,1,52.0,2,33.0,11,12.0,4,2.0,2,0.0,0,0.0,1.0,2
0,0,236,0.0,,12.0,22,1,34.0,2,11.0,18,13.0,2,2.0,1,0.0,1,0.0,1.0,2
1,2,236,1.0,,,34,1,,2,,22,18.0,2,,1,0.0,0,,,2
0,1,3,0.0,,6.0,16,4,22.0,4,62.0,16,16.0,2,0.0,1,2.0,0,0.0,1.0,2
1,3,253,1.0,1.0,5.0,30,3,35.0,4,14.0,21,15.0,2,1.0,1,0.0,3,0.0,1.0,2
0,4,253,0.0,2.0,1.0,27,3,28.0,4,11.0,16,15.0,1,2.0,1,0.0,0,0.0,1.0,2
0,0,101,0.0,,17.0,20,1,37.0,4,11.0,18,16.0,1,1.0,0,0.0,0,0.0,1.0,2
1,4,78,1.0,1.0,8.0,31,1,39.0,4,11.0,12,16.0,1,1.0,1,2.0,0,0.0,1.0,2
0,3,78,1.0,1.0,1.0,33,3,34.0,4,14.0,15,15.0,1,2.0,1,0.0,0,0.0,1.0,2
0,2,78,1.0,,13.0,20,1,33.0,4,14.0,17,17.0,2,2.0,1,5.0,0,0.0,1.0,2
1,3,253,1.0,,1.0,19,2,20.0,4,11.0,13,15.0,1,1.0,2,2.0,0,0.0,1.0,2
1,4,78,1.0,2.0,,34,3,,4,,20,14.0,2,,1,0.0,0,,,2
0,2,996,0.0,1.0,8.0,27,3,35.0,4,62.0,16,14.0,2,2.0,1,0.0,0,,2.0,2
0,0,153,0.0,,3.0,31,3,34.0,8,66.0,23,16.0,5,2.0,2,0.0,0,0.0,1.0,1
0,1,155,0.0,0.0,4.0,26,2,30.0,8,34.0,25,20.0,5,3.0,3,0.0,1,0.0,1.0,1
0,1,200,0.0,,11.0,28,3,39.0,8,63.0,19,19.0,5,3.0,1,0.0,0,0.0,1.0,1
0,2,88,0.0,,6.0,35,1,41.0,8,62.0,28,26.0,5,2.0,3,0.0,0,0.0,1.0,1
0,0,177,0.0,0.0,6.0,34,1,40.0,8,52.0,31,21.0,5,3.0,3,0.0,0,0.0,2.0,1
1,3,153,0.0,2.0,4.0,25,2,29.0,8,72.0,22,15.0,4,2.0,1,2.0,3,0.0,1.0,1
0,4,202,0.0,0.0,1.0,34,1,35.0,9,12.0,23,15.0,3,0.0,2,0.0,0,0.0,1.0,1
0,3,202,0.0,,15.0,23,1,38.0,9,73.0,21,20.0,4,2.0,2,2.0,0,0.0,1.0,1
1,0,202,0.0,2.0,0.0,40,1,40.0,9,63.0,22,15.0,2,1.0,1,0.0,0,0.0,1.0,1
0,1,202,0.0,2.0,9.0,19,1,28.0,9,66.0,18,17.0,4,2.0,2,0.0,0,0.0,2.0,1
0,3,202,0.0,1.0,11.0,24,2,35.0,9,96.0,20,20.0,3,2.0,2,0.0,0,0.0,2.0,1
0,0,202,0.0,0.0,9.0,31,2,40.0,9,62.0,25,16.0,3,2.0,2,0.0,1,0.0,2.0,1
0,0,202,0.0,1.0,8.0,28,1,36.0,9,24.0,21,17.0,2,2.0,1,0.0,0,0.0,1.0,2
0,1,202,0.0,0.0,8.0,27,1,35.0,9,62.0,17,17.0,2,1.0,1,2.0,0,0.0,1.0,2
1,3,232,1.0,1.0,3.0,27,96,30.0,9,66.0,20,17.0,3,1.0,2,0.0,1,0.0,1.0,2
1,3,202,,2.0,-2.0,32,2,30.0,9,66.0,19,16.0,5,2.0,1,4.0,0,0.0,1.0,2
0,0,202,1.0,2.0,6.0,30,2,36.0,9,11.0,27,15.0,2,1.0,1,0.0,0,0.0,1.0,2
0,0,202,0.0,1.0,1.0,25,1,26.0,9,71.0,14,14.0,3,1.0,1,2.0,0,0.0,1.0,2
1,0,202,1.0,1.0,2.0,28,1,30.0,9,66.0,18,17.0,3,1.0,1,1.0,0,0.0,1.0,2
0,0,202,0.0,2.0,1.0,24,2,25.0,9,72.0,23,20.0,2,2.0,2,0.0,0,0.0,2.0,2
1,1,202,1.0,1.0,2.0,26,2,28.0,9,62.0,17,17.0,3,1.0,2,0.0,0,1.0,1.0,2
0,0,202,0.0,1.0,11.0,28,2,39.0,9,62.0,14,15.0,3,1.0,1,1.0,0,0.0,1.0,2
1,4,202,0.0,1.0,14.0,27,1,41.0,9,11.0,20,17.0,2,1.0,2,0.0,2,0.0,1.0,2
0,0,202,0.0,1.0,42.0,44,2,86.0,9,11.0,35,20.0,2,0.0,1,0.0,0,0.0,1.0,2
0,2,202,0.0,2.0,5.0,29,1,34.0,3,62.0,26,22.0,5,2.0,3,2.0,1,0.0,2.0,1
1,3,18,0.0,,7.0,25,3,32.0,3,62.0,16,,4,2.0,2,0.0,0,0.0,1.0,1
1,2,196,0.0,,0.0,44,2,44.0,3,41.0,15,17.0,4,0.0,2,0.0,3,1.0,2.0,1
1,3,193,,2.0,10.0,24,1,34.0,3,32.0,20,16.0,5,1.0,1,0.0,1,0.0,1.0,1
1,2,245,,,5.0,29,3,34.0,3,96.0,23,15.0,5,2.0,2,0.0,1,0.0,1.0,1
0,1,193,1.0,,1.0,36,2,37.0,3,66.0,24,20.0,4,3.0,2,0.0,0,0.0,1.0,1
0,3,195,1.0,2.0,,34,2,,3,,23,15.0,4,,1,0.0,0,,,1
0,0,199,0.0,0.0,7.0,28,1,35.0,3,66.0,19,17.0,3,1.0,2,0.0,0,0.0,1.0,1
0,2,996,0.0,,10.0,17,4,27.0,3,66.0,17,12.0,3,0.0,0,0.0,0,0.0,1.0,1
1,2,262,0.0,1.0,2.0,30,1,32.0,3,72.0,15,15.0,5,3.0,1,0.0,0,0.0,1.0,1
0,3,189,0.0,2.0,2.0,25,7,27.0,3,41.0,18,16.0,4,,2,0.0,0,0.0,1.0,1
0,2,202,0.0,2.0,-1.0,38,1,37.0,3,66.0,23,15.0,5,,2,1.0,2,,1.0,1
1,4,188,0.0,0.0,4.0,27,1,31.0,3,76.0,18,15.0,4,,2,0.0,0,0.0,1.0,1
0,2,232,0.0,2.0,7.0,25,1,32.0,6,73.0,16,,5,,2,0.0,0,0.0,1.0,1
0,2,232,0.0,1.0,15.0,31,1,46.0,6,62.0,31,17.0,5,,1,0.0,1,0.0,2.0,1
0,0,996,1.0,,3.0,25,4,28.0,6,73.0,25,25.0,4,0.0,1,,0,0.0,2.0,1
1,2,231,0.0,1.0,7.0,20,1,27.0,6,73.0,14,18.0,4,2.0,2,0.0,2,0.0,1.0,1
1,4,232,0.0,1.0,,38,1,,6,,12,13.0,3,,2,0.0,0,,,1
0,1,996,0.0,1.0,10.0,28,2,38.0,6,46.0,24,15.0,4,1.0,1,0.0,2,0.0,1.0,1
1,2,231,0.0,0.0,-7.0,32,2,25.0,6,96.0,29,24.0,5,2.0,1,0.0,1,0.0,1.0,1
0,2,155,0.0,0.0,0.0,29,1,29.0,6,73.0,26,14.0,4,2.0,3,0.0,2,0.0,2.0,1
0,0,232,0.0,,18.0,27,1,45.0,6,33.0,10,,5,2.0,2,0.0,0,0.0,1.0,1
0,2,232,0.0,1.0,12.0,37,2,49.0,6,11.0,20,18.0,4,2.0,2,0.0,2,0.0,1.0,1
0,1,144,,,7.0,21,3,28.0,6,62.0,17,15.0,5,2.0,1,0.0,0,0.0,1.0,1
0,0,232,0.0,,,29,2,,6,,19,19.0,4,,2,2.0,0,,,1
0,0,232,1.0,2.0,9.0,47,1,56.0,6,0.0,20,20.0,4,2.0,2,0.0,2,0.0,1.0,1
0,3,231,1.0,1.0,,42,1,,6,,35,10.0,5,,2,0.0,0,,,1
1,2,241,1.0,2.0,2.0,28,1,30.0,2,11.0,24,18.0,2,2.0,2,0.0,0,0.0,1.0,2
1,3,176,0.0,2.0,13.0,22,1,35.0,2,11.0,16,14.0,2,1.0,1,0.0,1,1.0,2.0,2
0,2,229,0.0,,30.0,38,1,68.0,2,11.0,25,16.0,4,1.0,1,2.0,0,1.0,1.0,2
0,0,176,0.0,,0.0,26,4,26.0,2,78.0,22,17.0,3,1.0,1,0.0,0,0.0,1.0,2
1,4,238,1.0,1.0,2.0,30,1,32.0,2,11.0,17,17.0,2,2.0,2,0.0,1,0.0,2.0,2
1,1,241,1.0,0.0,5.0,45,1,50.0,2,11.0,42,17.0,2,2.0,1,0.0,0,0.0,1.0,2
0,1,241,0.0,1.0,22.0,34,1,56.0,2,11.0,21,16.0,2,1.0,2,0.0,0,0.0,1.0,2
1,0,235,,1.0,7.0,22,1,29.0,2,11.0,13,13.0,3,2.0,1,0.0,0,,1.0,2
1,2,241,0.0,1.0,4.0,22,1,26.0,2,66.0,22,14.0,3,2.0,2,0.0,1,,1.0,2
1,2,155,1.0,2.0,15.0,30,1,45.0,2,11.0,22,14.0,4,2.0,1,0.0,2,0.0,1.0,2
1,2,4,0.0,,4.0,28,4,32.0,2,75.0,18,18.0,3,2.0,2,0.0,0,0.0,1.0,2
1,1,241,1.0,2.0,6.0,28,1,34.0,2,11.0,16,15.0,3,2.0,1,0.0,0,0.0,1.0,2
1,0,235,1.0,1.0,8.0,22,3,30.0,2,11.0,17,14.0,2,2.0,2,0.0,0,,1.0,2
0,3,245,0.0,,,22,1,,2,,18,13.0,3,,1,3.0,0,,,2
0,0,235,1.0,,17.0,45,1,62.0,2,11.0,12,17.0,4,1.0,1,0.0,1,1.0,1.0,2
0,0,241,0.0,,5.0,49,1,54.0,2,11.0,20,17.0,5,2.0,2,0.0,1,,1.0,2
0,4,229,1.0,1.0,3.0,17,1,20.0,2,66.0,17,15.0,3,2.0,2,5.0,0,0.0,1.0,2
1,4,229,1.0,2.0,,28,1,,2,,24,15.0,2,,2,0.0,0,,,2
1,4,229,0.0,2.0,,36,1,,2,,18,18.0,2,,1,3.0,0,,,2
1,4,996,1.0,2.0,19.0,31,7,50.0,2,11.0,16,14.0,2,,1,1.0,0,0.0,1.0,2
0,3,229,0.0,,,22,1,,2,,21,18.0,2,,1,5.0,0,,,2
0,0,229,1.0,0.0,3.0,41,1,44.0,2,11.0,22,16.0,1,2.0,1,0.0,0,0.0,1.0,2
0,0,229,0.0,,36.0,22,3,58.0,2,44.0,20,14.0,2,2.0,2,0.0,0,0.0,1.0,2
1,4,229,1.0,,3.0,16,1,19.0,2,11.0,15,14.0,2,1.0,1,4.0,0,0.0,1.0,2
1,5,238,0.0,2.0,7.0,22,1,29.0,2,11.0,15,14.0,2,2.0,1,5.0,0,0.0,1.0,2
1,5,229,0.0,2.0,,39,1,,2,,22,15.0,2,,1,0.0,0,,,2
0,2,242,1.0,2.0,7.0,21,1,28.0,2,11.0,19,12.0,2,1.0,1,4.0,1,0.0,1.0,2
1,0,229,0.0,2.0,,33,1,,2,,14,15.0,3,,1,5.0,0,,,2
1,3,229,0.0,1.0,5.0,43,1,48.0,2,11.0,21,11.0,3,1.0,1,5.0,0,1.0,2.0,2
1,3,229,1.0,2.0,-3.0,34,1,31.0,2,11.0,21,14.0,3,2.0,1,5.0,0,0.0,1.0,2
1,3,229,0.0,2.0,,32,1,,2,,18,16.0,2,,1,3.0,0,,,2
1,3,229,1.0,1.0,19.0,49,3,68.0,2,11.0,12,,2,2.0,1,2.0,0,0.0,1.0,2
0,4,168,0.0,,13.0,18,4,31.0,3,62.0,15,15.0,5,2.0,1,0.0,0,0.0,1.0,1
0,0,196,0.0,1.0,4.0,33,3,37.0,3,21.0,28,18.0,5,3.0,2,0.0,0,0.0,1.0,1
0,0,4,0.0,,11.0,37,4,48.0,3,66.0,17,17.0,4,2.0,0,0.0,0,1.0,2.0,1
1,3,202,0.0,2.0,,23,1,,3,,20,16.0,4,,3,0.0,0,,,1
0,1,232,0.0,2.0,7.0,21,2,28.0,3,96.0,20,18.0,5,2.0,2,0.0,3,0.0,1.0,1
0,0,39,0.0,,4.0,26,1,30.0,5,11.0,16,16.0,1,2.0,0,0.0,0,0.0,1.0,2
0,0,39,0.0,,7.0,26,1,33.0,5,11.0,15,15.0,1,2.0,0,0.0,0,0.0,1.0,2
0,1,39,0.0,2.0,26.0,28,1,54.0,5,11.0,20,17.0,1,0.0,0,5.0,0,2.0,1.0,2
0,0,39,1.0,,11.0,20,3,31.0,5,11.0,15,15.0,1,2.0,1,0.0,0,0.0,1.0,2
1,1,39,0.0,1.0,8.0,32,1,40.0,5,11.0,13,15.0,1,0.0,0,3.0,0,0.0,1.0,2
1,0,39,1.0,1.0,11.0,21,1,32.0,5,11.0,18,18.0,2,2.0,2,0.0,0,0.0,1.0,2
0,0,39,0.0,,,46,3,,5,,21,18.0,1,,0,0.0,0,,,2
0,0,39,0.0,,6.0,23,2,29.0,5,11.0,16,16.0,2,2.0,0,0.0,0,0.0,2.0,2
0,2,39,0.0,,10.0,28,1,38.0,5,11.0,16,15.0,1,0.0,0,5.0,0,1.0,2.0,2
0,0,39,1.0,2.0,3.0,22,1,25.0,5,11.0,19,19.0,1,1.0,1,0.0,0,0.0,1.0,2
1,3,69,0.0,,12.0,43,4,55.0,1,11.0,16,17.0,2,0.0,0,0.0,0,0.0,1.0,2
0,4,3,0.0,,6.0,27,4,33.0,1,62.0,14,14.0,3,0.0,0,0.0,0,1.0,1.0,2
0,4,69,0.0,,23.0,25,4,48.0,1,24.0,17,17.0,2,0.0,0,1.0,0,2.0,1.0,2
0,0,3,0.0,,11.0,19,4,30.0,1,66.0,18,18.0,1,0.0,0,0.0,0,0.0,1.0,2
0,4,69,0.0,,,47,4,,1,,24,14.0,3,,0,4.0,0,,,2
0,5,3,0.0,,14.0,26,4,40.0,1,11.0,12,12.0,2,0.0,0,2.0,0,0.0,1.0,2
0,5,3,0.0,,,46,4,,1,,20,19.0,2,,0,0.0,0,,,2
0,0,3,0.0,,10.0,20,4,30.0,1,0.0,15,16.0,2,0.0,0,0.0,0,0.0,1.0,2
0,2,69,0.0,,1.0,19,4,20.0,1,66.0,14,14.0,2,,0,0.0,0,0.0,1.0,2
0,0,3,0.0,,10.0,18,4,28.0,1,73.0,17,17.0,1,1.0,0,0.0,0,0.0,1.0,2
0,0,78,0.0,,10.0,30,4,40.0,1,32.0,14,14.0,1,0.0,0,0.0,0,1.0,1.0,2
0,0,31,0.0,2.0,13.0,37,2,50.0,7,11.0,14,15.0,1,1.0,0,5.0,0,0.0,1.0,1
1,1,98,0.0,,2.0,33,2,35.0,7,62.0,16,17.0,3,,1,1.0,0,0.0,1.0,1
1,5,77,0.0,,21.0,45,4,66.0,7,11.0,37,15.0,1,1.0,0,3.0,0,0.0,1.0,1
0,0,31,1.0,2.0,,30,2,,7,,17,16.0,4,,1,1.0,0,,,1
0,2,98,0.0,,4.0,36,4,40.0,7,62.0,25,28.0,2,1.0,2,0.0,0,0.0,1.0,1
0,1,97,0.0,,16.0,44,4,60.0,7,11.0,13,14.0,2,0.0,0,0.0,0,0.0,1.0,1
0,1,31,0.0,2.0,10.0,25,1,35.0,7,11.0,17,16.0,1,0.0,1,4.0,0,1.0,1.0,1
0,0,3,0.0,,,38,4,,7,,13,16.0,1,,0,0.0,0,,,1
0,0,31,0.0,,8.0,37,2,45.0,7,62.0,21,17.0,1,0.0,0,0.0,0,0.0,2.0,1
1,2,98,0.0,1.0,,44,2,,7,,23,14.0,2,,1,4.0,0,,,1
1,5,31,0.0,2.0,7.0,36,2,43.0,7,62.0,19,19.0,1,1.0,1,0.0,2,0.0,1.0,1
0,4,77,0.0,,4.0,41,4,45.0,7,66.0,36,15.0,3,0.0,0,5.0,3,1.0,2.0,1
0,1,193,0.0,,3.0,24,1,27.0,10,66.0,19,14.0,4,2.0,2,0.0,0,0.0,1.0,1
0,0,245,0.0,,4.0,28,1,32.0,10,66.0,23,18.0,4,2.0,2,0.0,0,0.0,1.0,1
0,3,245,1.0,,6.0,25,2,31.0,10,21.0,19,17.0,5,3.0,3,0.0,1,0.0,2.0,1
1,3,245,0.0,2.0,,42,2,,10,,24,17.0,4,,1,2.0,0,,,1
0,3,245,0.0,2.0,3.0,39,1,42.0,10,66.0,17,18.0,4,2.0,1,2.0,3,1.0,1.0,1
1,4,245,1.0,2.0,,30,1,,10,,24,15.0,4,,2,0.0,0,,,1
0,0,245,0.0,,30.0,40,2,70.0,10,11.0,22,14.0,3,2.0,2,0.0,0,0.0,1.0,1
0,0,245,0.0,,-5.0,24,2,19.0,10,66.0,18,13.0,2,2.0,1,0.0,0,0.0,1.0,1
1,3,245,0.0,2.0,5.0,25,1,30.0,10,66.0,21,18.0,3,2.0,1,0.0,0,0.0,1.0,1
1,3,245,0.0,2.0,7.0,26,1,33.0,10,73.0,23,17.0,4,2.0,1,1.0,0,0.0,1.0,1
0,3,167,0.0,2.0,7.0,28,1,35.0,8,66.0,18,18.0,3,0.0,0,0.0,0,0.0,1.0,1
0,0,167,0.0,,10.0,38,1,48.0,8,42.0,25,20.0,5,3.0,3,5.0,0,0.0,1.0,1
0,2,167,0.0,2.0,17.0,32,1,49.0,8,81.0,28,,4,0.0,0,0.0,0,1.0,2.0,1
1,4,167,0.0,0.0,5.0,27,4,32.0,8,66.0,23,17.0,3,1.0,2,0.0,0,0.0,1.0,1
0,0,167,0.0,2.0,,39,1,,8,,14,14.0,4,,3,0.0,0,,,1
0,0,167,0.0,0.0,8.0,47,1,55.0,8,42.0,18,16.0,3,2.0,2,0.0,0,0.0,1.0,1
0,0,168,0.0,0.0,11.0,49,1,60.0,8,61.0,17,17.0,3,1.0,1,0.0,0,0.0,1.0,1
1,2,167,0.0,2.0,0.0,26,1,26.0,8,62.0,24,16.0,4,2.0,2,0.0,2,0.0,1.0,1
0,0,167,0.0,0.0,8.0,37,1,45.0,8,11.0,21,20.0,4,3.0,1,0.0,0,0.0,1.0,1
0,0,168,0.0,2.0,11.0,32,3,43.0,8,11.0,22,18.0,3,1.0,1,5.0,1,0.0,1.0,1
0,0,248,0.0,,10.0,23,1,33.0,10,11.0,16,15.0,2,2.0,1,0.0,0,0.0,1.0,2
1,3,996,0.0,,2.0,26,3,28.0,10,11.0,19,16.0,2,0.0,0,4.0,0,0.0,1.0,2
0,3,247,1.0,,10.0,32,2,42.0,10,33.0,15,15.0,3,3.0,2,0.0,0,0.0,2.0,2
1,1,248,0.0,2.0,4.0,40,2,44.0,10,0.0,27,18.0,1,1.0,1,1.0,0,0.0,1.0,2
0,0,248,0.0,,10.0,31,2,41.0,10,11.0,20,16.0,2,2.0,2,0.0,0,0.0,1.0,2
1,5,247,1.0,1.0,4.0,40,2,44.0,10,0.0,38,16.0,2,2.0,2,2.0,0,0.0,2.0,2
1,3,996,1.0,0.0,3.0,30,2,33.0,10,11.0,14,15.0,2,1.0,1,5.0,0,0.0,1.0,2
0,1,247,0.0,,24.0,36,2,60.0,10,11.0,18,14.0,2,1.0,1,0.0,1,0.0,1.0,2
1,2,248,0.0,2.0,11.0,37,2,48.0,10,11.0,22,17.0,2,2.0,2,5.0,0,0.0,1.0,2
0,0,248,0.0,,2.0,21,2,23.0,10,11.0,15,14.0,3,2.0,2,0.0,0,0.0,2.0,2
1,5,247,1.0,2.0,9.0,23,2,32.0,10,11.0,19,14.0,2,1.0,0,3.0,0,0.0,2.0,2
0,1,248,0.0,,3.0,33,2,36.0,10,11.0,21,15.0,2,1.0,1,0.0,0,0.0,1.0,2
0,0,247,0.0,,9.0,24,2,33.0,10,33.0,19,15.0,4,2.0,2,0.0,1,0.0,1.0,2
0,0,248,0.0,,23.0,20,3,43.0,10,11.0,12,13.0,1,,2,1.0,0,0.0,1.0,2
0,4,248,1.0,2.0,10.0,22,2,32.0,10,11.0,12,,2,2.0,1,0.0,0,0.0,1.0,2
0,1,193,1.0,1.0,8.0,31,1,39.0,6,96.0,23,18.0,5,1.0,2,0.0,1,0.0,1.0,1
0,0,225,0.0,2.0,13.0,19,1,32.0,6,73.0,18,18.0,5,2.0,1,0.0,0,0.0,1.0,1
0,1,231,0.0,,12.0,37,2,49.0,6,11.0,17,16.0,5,3.0,2,0.0,2,0.0,1.0,1
0,2,231,0.0,2.0,,44,1,,6,,21,20.0,5,,1,0.0,0,,,1
1,2,155,1.0,1.0,9.0,27,2,36.0,6,71.0,17,16.0,3,,1,0.0,0,0.0,1.0,1
0,0,190,0.0,,9.0,28,1,37.0,6,62.0,18,17.0,4,3.0,2,0.0,0,0.0,1.0,1
1,1,232,0.0,2.0,11.0,27,1,38.0,6,24.0,22,,4,2.0,2,0.0,2,0.0,2.0,1
1,3,78,0.0,,9.0,31,3,40.0,4,72.0,18,13.0,4,2.0,1,0.0,0,0.0,1.0,1
0,0,176,1.0,,12.0,19,4,31.0,4,62.0,18,17.0,4,1.0,2,1.0,0,0.0,1.0,1
0,0,257,0.0,1.0,7.0,16,1,23.0,4,66.0,15,13.0,4,2.0,2,0.0,0,0.0,1.0,1
0,1,3,0.0,,14.0,36,4,50.0,4,32.0,13,13.0,3,1.0,0,0.0,0,0.0,1.0,1
0,0,253,0.0,,9.0,23,3,32.0,4,62.0,17,12.0,3,1.0,1,0.0,0,0.0,1.0,1
1,5,256,0.0,1.0,,33,1,,4,,23,17.0,4,,2,0.0,0,,,1
0,5,167,1.0,2.0,13.0,29,1,42.0,4,14.0,20,15.0,3,1.0,1,2.0,0,0.0,1.0,1
0,0,193,0.0,,8.0,36,1,44.0,4,11.0,19,16.0,3,1.0,2,2.0,0,0.0,1.0,1
0,0,176,0.0,,12.0,28,4,40.0,4,62.0,16,16.0,3,2.0,2,1.0,0,0.0,1.0,1
0,2,253,1.0,,15.0,28,2,43.0,4,62.0,21,14.0,4,1.0,1,2.0,0,0.0,1.0,1
0,4,193,1.0,,,42,2,,4,,20,16.0,4,,2,0.0,0,,,1
0,4,242,1.0,2.0,,43,3,,4,,21,15.0,3,,2,0.0,0,,,1
0,5,996,0.0,,,25,4,,4,,17,14.0,4,,2,0.0,0,,,1
0,1,202,0.0,1.0,17.0,18,1,35.0,6,78.0,18,15.0,4,1.0,1,0.0,2,0.0,1.0,2
0,1,208,0.0,0.0,,32,2,,6,,32,14.0,3,,2,0.0,0,,,2
0,4,189,0.0,2.0,6.0,32,2,38.0,6,72.0,13,16.0,3,1.0,2,2.0,0,0.0,1.0,2
1,2,202,0.0,,4.0,33,1,37.0,6,61.0,20,18.0,3,2.0,1,0.0,0,0.0,1.0,2
0,3,202,0.0,0.0,12.0,36,1,48.0,6,73.0,19,15.0,3,1.0,1,2.0,0,0.0,1.0,2
0,3,177,0.0,2.0,16.0,30,1,46.0,6,66.0,18,17.0,3,2.0,2,1.0,1,0.0,1.0,2
1,3,202,0.0,0.0,16.0,44,7,60.0,6,72.0,22,17.0,3,2.0,1,0.0,0,0.0,1.0,2
1,2,185,0.0,2.0,13.0,25,1,38.0,6,11.0,17,18.0,3,1.0,1,0.0,2,0.0,1.0,2
0,0,216,1.0,,5.0,38,1,43.0,6,53.0,19,16.0,3,2.0,1,0.0,0,0.0,1.0,2
0,0,244,,2.0,4.0,44,2,48.0,10,21.0,35,17.0,4,3.0,2,0.0,0,,2.0,1
0,3,245,0.0,,5.0,34,2,39.0,10,46.0,18,18.0,5,3.0,2,0.0,0,0.0,1.0,1
0,2,256,0.0,,5.0,30,4,35.0,10,62.0,18,18.0,4,1.0,1,1.0,0,0.0,1.0,1
0,0,245,1.0,,,33,1,,10,,26,16.0,4,,2,0.0,0,,,1
1,2,216,0.0,2.0,7.0,34,2,41.0,10,82.0,19,18.0,5,2.0,2,0.0,0,0.0,1.0,1
0,0,3,0.0,,4.0,40,4,44.0,10,62.0,16,16.0,4,0.0,0,4.0,0,0.0,1.0,1
0,1,177,,,2.0,43,2,45.0,10,41.0,24,15.0,3,2.0,1,1.0,0,0.0,1.0,1
0,1,202,0.0,0.0,6.0,41,1,47.0,10,82.0,33,14.0,4,2.0,2,0.0,0,1.0,1.0,1
0,0,101,0.0,,,38,2,,10,,31,19.0,4,,1,0.0,0,,,1
0,3,4,1.0,,3.0,35,4,38.0,10,82.0,20,20.0,5,2.0,1,0.0,0,0.0,1.0,1
1,4,101,1.0,0.0,12.0,42,3,54.0,10,82.0,15,15.0,5,1.0,1,4.0,0,0.0,1.0,1
1,3,244,0.0,1.0,5.0,32,3,37.0,10,24.0,15,15.0,5,2.0,2,4.0,0,0.0,1.0,1
0,1,4,0.0,,8.0,22,4,30.0,10,66.0,21,20.0,5,,2,0.0,0,0.0,1.0,1
0,0,245,0.0,,2.0,28,2,30.0,10,81.0,23,15.0,4,2.0,2,0.0,1,0.0,2.0,1
1,4,245,1.0,2.0,2.0,25,2,27.0,10,66.0,20,17.0,4,2.0,2,0.0,0,0.0,1.0,1
0,1,229,0.0,2.0,2.0,36,2,38.0,10,33.0,31,18.0,5,3.0,3,0.0,0,0.0,1.0,1
0,0,245,0.0,2.0,11.0,24,2,35.0,10,34.0,22,15.0,5,3.0,1,0.0,0,0.0,1.0,1
0,0,245,1.0,,6.0,40,1,46.0,10,33.0,17,18.0,5,2.0,2,1.0,3,0.0,2.0,1
0,3,245,1.0,2.0,10.0,25,2,35.0,10,0.0,22,14.0,5,3.0,2,4.0,0,0.0,1.0,1
0,3,3,0.0,,15.0,25,4,40.0,10,62.0,12,11.0,3,1.0,0,0.0,0,1.0,1.0,1
0,1,245,0.0,,13.0,28,1,41.0,10,44.0,20,14.0,5,3.0,2,0.0,0,0.0,1.0,1
0,2,244,0.0,2.0,3.0,32,1,35.0,10,62.0,30,14.0,4,2.0,2,2.0,2,,2.0,1
0,3,245,0.0,1.0,4.0,36,2,40.0,10,46.0,22,15.0,4,2.0,2,1.0,0,0.0,1.0,1
0,0,188,0.0,,4.0,30,1,34.0,10,62.0,24,18.0,5,2.0,2,0.0,0,0.0,1.0,1
1,0,245,0.0,0.0,8.0,40,2,48.0,10,81.0,21,16.0,5,2.0,2,0.0,0,0.0,1.0,1
0,1,199,0.0,0.0,2.0,31,2,33.0,10,62.0,22,18.0,5,2.0,3,1.0,0,0.0,1.0,1
0,0,179,0.0,,13.0,22,1,35.0,10,33.0,17,16.0,4,3.0,3,0.0,0,0.0,1.0,1
0,2,245,0.0,2.0,4.0,22,2,26.0,10,96.0,19,17.0,4,2.0,2,0.0,0,0.0,1.0,1
1,3,245,0.0,2.0,24.0,49,2,73.0,10,0.0,20,16.0,3,0.0,1,0.0,0,0.0,1.0,2
0,0,245,0.0,0.0,4.0,46,2,50.0,10,44.0,16,15.0,4,2.0,2,0.0,0,0.0,1.0,2
